fuel_type_code,station_name,street_address,intersection_directions,city,state,zip,plus4,station_phone,status_code,expected_date,groups_with_access_code,access_days_time,cards_accepted,bd_blends,ng_fill_type_code,ng_psi,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,ev_other_info,ev_network,ev_network_web,geocode_status,latitude,longitude,date_last_confirmed,id,updated_at,owner_type_code,federal_agency_id,federal_agency_name,open_date,hydrogen_status_link,ng_vehicle_class,lpg_primary,e85_blender_pump,ev_connector_types,country,hydrogen_is_retail,access_code,access_detail_code,federal_agency_code
ELEC,Tesla Store and Service Center - Tesla,1200 Old Skokie Valley Rd,Highway 41,Highland Park,IL,60035,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,4,,Tesla,http://www.teslamotors.com/supercharger,200-8,42.174741,-87.816361,2018-01-04,53858,2018-03-06 00:33:31 UTC,P,,,2013-12-15,,,,,TESLA,US,,public,,
ELEC,Golf Mill Ford,9401 N Milwaukee Ave,,Niles,IL,60714,,,E,,Private,Service center use only,,,,,,2,,,,,200-9,42.051495,-87.833913,2018-01-04,53859,2018-03-06 01:54:42 UTC,P,,,2013-01-01,,,,,J1772,US,,private,,
ELEC,LF CITY HALL,220 E Deerpath Rd,LF CITY HALL; Lake forest City hall station is located behind City Hall to the North,Lake Forest,IL,60045,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.2511516,-87.8418486,2018-05-09,55676,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,SPRINGBROOK,2759 Forgue Drive,ANIMAL CARE 1&2; Springbrook Animal Care Center. Parking lot along north side,Naperville,IL,60564,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.714431,-88.2053583,2018-05-09,55679,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,CORP CENTER 1&2,1101 Skokie Blvd.,CCNI; Corporate Center of Northbrook I unit is located in the parking lot South of receiving dock of the 1101 Skokie Blvd building,Northbrook,IL,60062,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.1317468,-87.7859592,2018-05-09,55685,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,CORP CENTER 1&2,1033 Skokie Blvd,CCNII; Corporate Center of Northbrook II unit is located in the parking lot North of the receiving dock of the 1033 Skokie Blvd Building,Northbrook,IL,60062,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.1335706,-87.7871752,2018-05-09,55686,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,ATC,1701 Orrington Ave,LIBRARY 01; Restricted for I-Go Vehicles only,Evanston,IL,60201,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.0484631,-87.6792574,2018-05-09,55748,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,ATC,1100 North Blvd,"NORTH BLVD 01; -
NORTH BLVD 02; -",Oak Park,IL,60301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,41.887343,-87.80426,2018-05-09,55750,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,JT JR COLLEGE,Joliet Jr College,STATION 01; -,Joliet,IL,60431,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.5024882,-88.178425,2018-05-09,55815,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,JNS,7200 Roosevelt Rd,WAL FOREST PARK; Located on the apron directly in front of store,Forest Park,IL,60130,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8647597,-87.8046193,2018-05-09,55845,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,INTERPARK,217 W Washington St,"217WASHINGTON 2; Washington Wells Self-Park Garage www.InterParkGreen.com
217WASHINGTON; Washington Wells Self-Park Garage  www.InterParkGreen.com",Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.883104,-87.634314,2018-05-09,56790,2018-05-09 08:50:39 UTC,,,,,,,,,J1772 NEMA520,US,,public,,
ELEC,INTERPARK,203 N LaSalle Blvd,"203 N LASALLE 1; Garage enterance is on Clark Street located on the second floor
203 N LASALLE 2; Enterance is on Clark St. located on the second floor",Chicago,IL,60601,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.885885,-87.631755,2018-05-09,56805,2018-05-09 08:50:39 UTC,,,,,,,,,J1772 NEMA520,US,,public,,
ELEC,LAKE SHORE,225 N Columbus Dr,"AQUA 4; Lower level of Aqua Building
AQUA 5; Lower Level of Aqua Building Garage
AQUA 6; Lower Level of Aqua Building",Chicago,IL,60601,,888-758-4389,E,,Public,24 hours daily,,,,,3,3,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.88658,-87.620305,2018-05-09,56839,2018-05-09 08:50:39 UTC,,,,,,,,,J1772 NEMA520,US,,public,,
ELEC,900 SELF PARK,911 N. Rush St,"8TH FLOOR
PLUG AND SHOP 1; Entrance off of Rush Street or Walton Street  Charging Station on First Level
PLUG AND SHOP 2; Level 1
PLUG AND SHOP 3; Level 1
PLUG AND SHOP 4; Entrance off of Rush Street or Walton Street  Charging Station on First Level",Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,9,,,ChargePoint Network,http://www.chargepoint.com/,200-8,41.899336,-87.626632,2018-05-09,56874,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,EAST PEORIA,400 West Washington Street,"LEVEE DIST 1; Along Pedestrian Spine
LEVEE DIST 2; Along Pedestrian Spine
LEVEE DIST 4; Chargers in the Levee district",East Peoria,IL,61611,,888-758-4389,E,,Public,24 hours daily,,,,,3,3,,,ChargePoint Network,http://www.chargepoint.com/,200-8,40.670633,-89.584766,2018-05-09,56952,2018-05-09 08:50:39 UTC,,,,,,,,,J1772 NEMA520,US,,public,,
ELEC,EAST PEORIA,444-466 Richland St,"CIVIC PLAZA 1; In parking lot behind library
CIVIC PLAZA 2; In parking lot behind library",East Peoria,IL,61611,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,40.670141,-89.585585,2018-05-09,57021,2018-05-09 08:50:39 UTC,,,,,,,,,J1772 NEMA520,US,,public,,
ELEC,SOLDIER FIELD,464-484 E McFetridge Dr,LEVEL4 UNIT2; Soldier Field: North Garage Level 4,Chicago,IL,60605,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8641319,-87.6162033,2018-05-09,57210,2018-05-09 08:50:39 UTC,,,,,,,,,J1772 NEMA520,US,,public,,
ELEC,DELNOR HOSPITAL,300 Randall Rd,SOUTH LOT,Geneva,IL,60134,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8856574,-88.3431137,2018-05-09,58139,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,ASF-KEYSTONE,1000-1080 Niedringhaus Ave,AMSTED RAIL; SE corner of Walnut St. & Nedringhaus Ave. next to the guard shack.,Granite City,IL,62040,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.7013511,-90.1601862,2018-05-09,58291,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,640 N LASALLE,640 N LaSalle St,MAC MANAGEMENT; Located lower level with enterance on Ontario between LaSalle and Wells,Chicago,IL,60290,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8935938,-87.632785,2018-05-09,58302,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,BMW SCHAUMBURG,498 Commerce Dr,"DC FAST 01; -
STATION 1- WEST; -
STATION 2- EAST; -",Schaumburg,IL,60173,,888-758-4389,E,,Public,24 hours daily,,,,,,4,1,,ChargePoint Network,http://www.chargepoint.com/,200-8,42.061131,-88.059806,2018-05-09,58313,2018-05-09 08:50:39 UTC,,,,,,,,,J1772 J1772COMBO,US,,public,,
ELEC,EVSP WALGREENS,635 Chicago Ave,STORE 15364,Evanston,IL,60202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.03007,-87.678149,2018-05-09,58325,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,3RD FLOOR,60 W Kinzie St,"GREENWAY-1; Level 3 off of Kinzie St. elevator lobby
GREENWAY-2; Level 3 off of Kinzie St. elevator lobby
GREENWAY-3; Level 3 off of Kinzie St. elevator lobby",Chicago,IL,60661,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-8,41.889421,-87.630028,2018-05-09,58326,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,PERILLO BMW,1035 N Clark St,STATION 01; -,Chicago,IL,60610,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.9012134,-87.6311337,2018-05-09,58335,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,635 W GRACE,635 W Grace St,GRACE ST TOWER1; GARAGE 1st FLOOR SPACE 39 & 40,Chicago,IL,60613,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.9516989,-87.6460687,2018-05-09,60055,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,EVANSTON  IL,1810 Maple Ave,MAPLE AV GARAGE; First floor near Maple Avenue garage entrance,Evanston,IL,60202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.0501714,-87.6851274,2018-05-09,60165,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,BILL JACOBS BMW,2495 Aurora Ave,STATION 01,Naperville,IL,60540,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.7639299,-88.1942503,2018-05-09,60419,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,HUBBARD CHARGE,360 W Hubbard St,"STATION #1; 2nd LEVEL UP RAMP
STATION #2; 2nd LEVEL UP RAMP",Chicago,IL,60654,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.89035,-87.638405,2018-05-09,60531,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,PARKING A,5841 S Maryland Ave,MAIN GARAGE; Main floor of parking garage section 1D,Chicago,IL,60637,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.7887204,-87.6050198,2018-05-09,60583,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,PARKING A,6054-6098 S Drexel Ave,DREXEL GARAGE; 1st floor of Drexel parking garage near 61st entrance,Chicago,IL,60637,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.784474,-87.6045178,2018-05-09,60584,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,Two Brothers Brewing Co - Tesla,205 N Broadway,I-88 Exit IL-31,Aurora,IL,60505,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,4,,Tesla,http://www.teslamotors.com/supercharger,200-9,41.76047,-88.308885,2018-01-04,60593,2018-03-06 01:51:13 UTC,P,,,2014-02-25,,,,,TESLA,US,,public,,
ELEC,Kankakee Community College - North Extension Center,450 N Kinzie Ave,,Bradley,IL,60915,,815-802-8100,E,,Public,24 hours daily,,,,,,1,,,,,200-9,41.150126,-87.850125,2018-01-04,60715,2018-03-06 01:52:39 UTC,P,,,2014-06-20,,,,,J1772,US,,public,,
ELEC,Western Avenue Nissan,7410 S Western Ave,,Chicago,IL,60636,,773-776-8200,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,41.758552,-87.683346,2017-08-02,60987,2018-03-06 01:39:05 UTC,P,,,2014-02-01,,,,,J1772,US,,public,CALL,
ELEC,Western Avenue Nissan,7410 S Western Ave,,Chicago,IL,60636,,773-776-8200,E,,Private,,,,,,,1,,,,,200-9,41.758552,-87.683346,2017-08-02,60988,2018-03-06 01:39:05 UTC,P,,,2014-02-01,,,,,J1772,US,,private,,
ELEC,EDWARDSVILLE,101-199 E Park St,EDWARDSVILLE 1; Southwest corner of the parking lot,Edwardsville,IL,62025,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.8105902,-89.9547529,2018-05-09,61023,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,RMK MANAGEMENT1,1720 Central St,CENTRAL STATION; First spot exitting the lobby,Evanston,IL,60201,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.0639647,-87.6964409,2018-05-09,61117,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,CAROL STREAM,106 E North Ave,SHELL; East Parking Space,Carol Stream,IL,60188,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.9035571,-88.1201653,2018-05-09,61154,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,PARKING GARAGE,111 S Wacker Dr,"P1 GW; located off of Lower Wacker  this unit is located just inside the entrance on the south wall
P3 GW; • 3rd floor of parking garage.  Directly up the ramp from the parking garage office
P3 NGW; 3rd floor parking",Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.88048,-87.636543,2018-05-09,61218,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,FVIA,1996 S Kirk Rd,FVIA; Public Stationlocated on the south side of the Fox Valley Ice Arena,Geneva,IL,60134,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8722156,-88.2797613,2018-05-09,61424,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,HOOTERS,5925 South La Grange Road,COUNTRYSIDE; East side of parking lot,Countryside,IL,60525,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.7816663,-87.8675446,2018-05-09,61455,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,Illinois State University - Bone Center,100 N University St,Outside parking lot,Normal,IL,61761,,309-438-4636,E,,Public,24 hours daily,,,,,,1,,,,,200-9,40.511327,-88.992281,2017-11-02,61461,2018-03-06 00:36:20 UTC,P,,,2013-12-01,,,,,J1772,US,,public,,
ELEC,Illinois State University - Science Lab,342 W North St,NW corner of Fell and North,Normal,IL,61761,,309-438-2111,E,,Public,24 hours daily,,,,,,1,,,,,200-8,40.509414,-88.988733,2017-11-02,61462,2018-03-06 01:08:40 UTC,P,,,2013-12-01,,,,,J1772,US,,public,,
ELEC,Illinois State University - The Alamo,319 W North St,Side parking lot  metered spaces.,Normal,IL,61761,,309-452-7400,E,,Public,24 hours daily,,,,,,1,,,,,200-9,40.509171,-88.98908,2017-11-02,61463,2018-03-06 01:46:52 UTC,P,,,2013-12-01,,,,,J1772,US,,public,,
ELEC,Illinois State University - Nelson Building,W College Ave,Building parking lot next to Redbird Arena,Normal,IL,61761,,309-438-8311,E,,Public,24 hours daily,,,,,,1,,,,,GPS,40.510583,-89.000081,2017-11-02,61464,2018-02-06 21:00:03 UTC,P,,,2013-12-01,,,,,J1772,US,,public,,
ELEC,City of Bloomington - Pepsi Ice Center,201 S Roosevelt Ave,Outside in parking lot ,Bloomington ,IL,61701,,309-434-2737,E,,Public,24 hours daily,,,,,,2,,,,,GPS,40.477258,-88.996413,2017-11-02,61465,2018-02-06 21:00:03 UTC,LG,,,2013-12-01,,,,,J1772,US,,public,,
ELEC,McLean County ,104 W Front St,Located on the first level of the garage.  Entrance on Front St,Bloomington,IL,61701,,812-349-3400,E,,Public,24 hours daily,,,,,,2,,,,,200-9,40.47781,-88.994119,2017-11-02,61466,2018-03-06 01:27:47 UTC,LG,,,2013-12-01,,,,,J1772,US,,public,,
ELEC,McLean County Chamber of Commerce,2203 E Empire,Outside parking lot,Bloomington,IL,61704,,309-829-6324,E,,Public,24 hours daily,,,,,,1,,,,,200-9,40.487527,-88.944758,2017-11-02,61467,2018-03-06 01:46:14 UTC,LG,,,2013-12-01,,,,,J1772,US,,public,,
ELEC,Illinois Wesleyan University,1211 N Park St,Near Minor Myers Welcome Center,Bloomington ,IL,61701,,309-556-1000,E,,Public,24 hours daily,,,,,,2,,,,,200-9,40.489833,-88.989421,2017-11-02,61468,2018-03-06 01:46:16 UTC,P,,,2013-12-01,,,,,J1772,US,,public,,
ELEC,Central Illinois Regional Airport,3201 Cira Dr,Near terminal,Bloomington ,IL,61704,,309-663-7383,E,,Public,24 hours daily,,,,,,2,,,,,200-9,40.485047,-88.915775,2017-11-02,61469,2018-03-06 01:46:15 UTC,P,,,2013-12-01,,,,,J1772,US,,public,,
ELEC,Commerce Bank,1500 E College,SE corner of Towanda and E College,Normal,IL,61761,,800-453-2265,E,,Public,24 hours daily,,,,,,1,,,,,200-9,40.510935,-88.960112,2017-11-02,61470,2018-03-06 01:08:35 UTC,P,,,2013-12-01,,,,,J1772,US,,public,,
ELEC,Constitution Trail Center,1750 Bradford Ln,NE corner of this Raab and N Main,Normal,IL,61761,,309-999-5500,E,,Public,24 hours daily,,,,,,2,,,,,200-9,40.534027,-88.991678,2017-11-02,61471,2018-03-06 01:47:41 UTC,LG,,,2013-12-01,,,,,J1772,US,,public,,
ELEC,Holiday Inn Express,1715 Parkway Plaza,Hotel parking lot,Normal,IL,61761,,309-862-1800,E,,Public,24 hours daily,,,,,,1,,,,,200-8,40.513934,-88.950379,2017-11-02,61472,2018-03-06 01:27:42 UTC,P,,,2013-12-01,,,,,J1772,US,,public,,
ELEC,Advocate BroMenn,1304 Franklin,Outside front entrance,Normal,IL,61761,,309-454-0755,E,,Public,24 hours daily,,,,,,2,,,,,200-8,40.496332,-88.99096,2017-11-02,61473,2018-03-06 01:46:16 UTC,P,,,2013-12-01,,,,,J1772,US,,public,,
ELEC,Advocate BroMenn,1304 Franklin,Outside front entrance,Normal,IL,61761,,309-454-0755,E,,Private,Employee use only,,,,,,1,,,,,200-8,40.496332,-88.99096,2017-11-02,61474,2018-03-06 01:46:16 UTC,P,,,2013-12-01,,,,,J1772,US,,private,,
ELEC,Westminster Village,2025 E Lincoln,Located in parking lot,Bloomington,IL,61701,,309-663-6474,E,,Public,24 hours daily,,,,,,1,,,,,200-8,40.466548,-88.960584,2017-11-02,61475,2018-03-06 01:46:15 UTC,P,,,2013-12-01,,,,,J1772,US,,public,,
ELEC,International Brotherhood of Electrical Workers - IBEW,2407 Beich Rd,Located in parking lot,Bloomington,IL,61705,,309-827-4868,E,,Public,24 hours daily,,,,,,1,,,,,200-8,40.430157,-89.035129,2017-11-02,61476,2018-03-06 01:08:34 UTC,P,,,2013-12-01,,,,,J1772,US,,public,,
ELEC,Marriott Hotel and Conference Center,201 Broadway Ave,Located in Marriot parking lot,Normal,IL,61761,,309-862-9000,E,,Public,24 hours daily,,,,,,1,,,,,,40.5086367,-88.9860732,2017-11-02,61477,2018-02-06 21:00:03 UTC,P,,,2013-12-01,,,,,J1772,US,,public,,
ELEC,Twin City Wood Recycling,1606 W Oakland,Located in Twin City parking lot,Bloomington,IL,61701,,309-827-9663,E,,Public,24 hours daily,,,,,,1,,,,,200-9,40.472258,-89.018004,2017-11-02,61478,2018-03-06 01:46:15 UTC,P,,,2013-12-01,,,,,J1772,US,,public,,
ELEC,ORLAND PARK BMW,10942-10980 Grand Army of the Republic Hwy,"STATION 01
STATION 02",Orland Park,IL,60467,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.6013924,-87.8882533,2018-05-09,61548,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,BMW NORTHFIELD,770 Frontage Rd,STATION 02,Northfield,IL,60093,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.1112221,-87.7754655,2018-05-09,61586,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,BMW NORTHFIELD,700 Frontage Rd,STATION 01,Northfield,IL,60093,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.1110709,-87.7753609,2018-05-09,61587,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,SOLDIER FIELD,1400 S Linn White Dr,SOLAR PLUG 4 EV; -,Chicago,IL,60605,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8604711,-87.6100168,2018-05-09,61637,2018-05-09 08:50:39 UTC,,,,,,,,,J1772 NEMA520,US,,public,,
ELEC,Illini Nissan,615 W Marketview Dr,,Champaign,IL,61822,,217-352-8910,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,40.136567,-88.2538,2017-08-02,61672,2018-03-06 01:36:26 UTC,P,,,2014-05-01,,,,,J1772,US,,public,CALL,
ELEC,Illini Nissan,615 W Marketview Dr,,Champaign,IL,61822,,217-352-8910,E,,Private,,,,,,,1,,,,,200-9,40.136567,-88.2538,2017-08-02,61673,2018-03-06 01:36:26 UTC,P,,,2014-05-01,,,,,J1772,US,,private,,
ELEC,INGALLS HOSP,15632 Page Ave,PARKING GARAGE; Station located on Ald taylor Way across from the Professional Office Buiulding on  the first floor of the parking garage in the southeast corner,Harvey,IL,60426,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.6052766,-87.6597083,2018-05-09,61691,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,PATRICK BMW,690 E Golf Rd,STATION 01,Schaumburg,IL,60173,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.0510046,-88.0621394,2018-05-09,61714,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,DUPAGE CO,421 N County Farm Rd,ADMIN 1; Station is located at the eastern end of the parking lot which is east of County Farm Rd. and south of 421 Administration Building.  Charge up to 2 hours free.  Available 24/7.,Wheaton,IL,60187,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8670081,-88.1413307,2018-05-09,61895,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,LOT 1 CHARGER,1000 Lake Cook Rd,LOT 1; Located at the southeast corner of lot 1,Glencoe,IL,60022,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.1497074,-87.788679,2018-05-09,62549,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,Naval Station Great Lakes,2415 Spaulding St,Building 1506,Great Lakes,IL,60088,,,E,,Private - Government only,,,,,,,1,,,,,200-8,42.317212,-87.851241,2017-09-06,62675,2018-03-06 00:33:53 UTC,FG,14,Department of Navy,2014-06-30,,,,,,US,,private,GOVERNMENT,DON
ELEC,DISTRICT 214,2121 S Goebbert Rd,"FVEC 1; Located in the north parking lot on island at center of lot.  Near door #4
FVEC 2; Located in the north parking lot on island at center of lot.  Near door #4
FVEC 3; Located in the north parking lot on island at center of lot.  Near door #4",Arlington Heights,IL,60005,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-9,42.046208,-87.972158,2018-05-09,62808,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,DISTRICT 214,1100 W Dundee Rd,BGHS 1; In visitort parking near pool.  Located by door #6,Buffalo Grove,IL,60089,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.141096,-87.9826948,2018-05-09,62929,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,JNS,16 Lake St,"WAL ADDISON 1; Located close to the building on the east side
WAL ADDISON 2; Located close to the building on the east side",Addison,IL,60101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.932081,-87.987768,2018-05-09,63124,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,JNS,1334 E 79th St,"SEARS 79TH ST 1; -
SEARS 79TH ST 2; -",Chicago,IL,60619,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.751864,-87.591445,2018-05-09,63126,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,JNS,15 North Buffalo Grove Road,"WAL BG 1; Located on apron on BG Rd side of store
WAL BG 2; Located on apron on BG Rd side of store",Buffalo Grove,IL,60089,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,42.153972,-87.961505,2018-05-09,63128,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,JNS,900 S Clark St,900 S CLARK; -,Chicago,IL,60605,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8703078,-87.6309085,2018-05-09,63131,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,JNS,4385 S Archer Ave,"WAL ARCHER 1; Walgreens at Kedzie and Archer
WAL ARCHER 2; Walgreens at Kedzie and Arche",Chicago,IL,60632,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.813417,-87.704725,2018-05-09,63133,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,JNS,1600 IL-50,"NORTHFIELD SQ 1; Northfield Square Mall - Located by JC Penny
NORTHFIELD SQ 2; Northfield Square Mall - Located near JcPenney",Bourbonnais,IL,60914,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.174362,-87.848233,2018-05-09,63134,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,JNS,7003 W Ogden Ave,ROUTE 66 MUSEUM; Located on the parkway in front of the Rt 66 Museum,Berwyn,IL,60402,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8256161,-87.7978804,2018-05-09,63136,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
